"id","response","response_no","plot_location","choice_reason","sample_size","p_value","pic_id","pic_name","experiment","difficulty","gender","beta","sigma","replica"
87,TRUE,15,15,1,100,0,162,"plot_turk2_100_175_5_2.png","turk2",1,2,1.75,5,2
87,TRUE,18,18,12,100,0,166,"plot_turk2_100_275_5_3.png","turk2",0,2,2.75,5,3
87,FALSE,11,18,12,100,0.0927,158,"plot_turk2_100_125_5_1.png","turk2",2,2,-1.25,5,1
87,FALSE,18,5,1,100,0.5453,154,"plot_turk2_100_25_5_3.png","turk2",4,2,-0.25,5,3
88,TRUE,2,2,1,100,0,178,"plot_turk2_100_450_12_3.png","turk2",1,1,4.5,12,3
88,TRUE,19,19,1,100,0,180,"plot_turk2_100_600_12_2.png","turk2",0,1,-6,12,2
88,FALSE,17,11,1,300,0.0895,186,"plot_turk2_300_40_5_2.png","turk2",3,1,0.4,5,2
88,FALSE,14,13,2,100,0.5075,168,"plot_turk2_100_50_12_2.png","turk2",4,1,-0.5,12,2
88,FALSE,6,1,1,100,0.0539,173,"plot_turk2_100_350_12_1.png","turk2",2,1,3.5,12,1
88,TRUE,3,3,1,300,0.0342,190,"plot_turk2_300_70_5_3.png","turk2",2,1,-0.7,5,3
88,TRUE,19,19,1,300,0,196,"plot_turk2_300_150_5_3.png","turk2",0,1,1.5,5,3
88,TRUE,10,10,1,300,0.0013,194,"plot_turk2_300_150_5_1.png","turk2",0,1,-1.5,5,1
88,FALSE,6,14,1,100,0.4696,170,"plot_turk2_100_150_12_1.png","turk2",3,1,-1.5,12,1
89,FALSE,6,1,1,100,0.0539,173,"plot_turk2_100_350_12_1.png","turk2",2,2,3.5,12,1
89,FALSE,6,14,1,100,0.4696,170,"plot_turk2_100_150_12_1.png","turk2",3,2,-1.5,12,1
89,TRUE,20,20,1,100,0.0061,176,"plot_turk2_100_450_12_1.png","turk2",1,2,-4.5,12,1
89,FALSE,10,15,1,100,0.903,157,"plot_turk2_100_75_5_3.png","turk2",3,2,-0.75,5,3
89,FALSE,5,9,3,100,0.1034,159,"plot_turk2_100_125_5_2.png","turk2",2,2,1.25,5,2
89,FALSE,18,13,1,100,0.7565,153,"plot_turk2_100_25_5_2.png","turk2",4,2,-0.25,5,2
89,TRUE,17,17,1,100,0,181,"plot_turk2_100_600_12_3.png","turk2",0,2,-6,12,3
89,TRUE,19,19,1,100,0,180,"plot_turk2_100_600_12_2.png","turk2",0,2,-6,12,2
89,TRUE,9,9,1,100,1e-04,163,"plot_turk2_100_175_5_3.png","turk2",1,2,-1.75,5,3
90,FALSE,13,19,1,300,0.795,220,"plot_turk2_300_80_12_4.png","turk2",3,1,0.8,12,4
90,TRUE,17,17,1,100,0.003,214,"plot_turk2_100_125_5_5.png","turk2",2,1,-1.25,5,5
90,TRUE,5,5,1,100,0.0013,216,"plot_turk2_100_350_12_4.png","turk2",2,1,-3.5,12,4
90,TRUE,6,6,1,100,7e-04,213,"plot_turk2_100_125_5_4.png","turk2",2,1,1.25,5,4
90,TRUE,19,19,1,100,4e-04,217,"plot_turk2_100_350_12_5.png","turk2",2,1,-3.5,12,5
90,FALSE,5,15,1,100,0.469,212,"plot_turk2_100_25_5_4.png","turk2",4,1,0.25,5,4
90,TRUE,19,19,1,300,0,219,"plot_turk2_300_230_12_5.png","turk2",1,1,2.3,12,5
90,FALSE,1,18,1,100,0.0452,215,"plot_turk2_100_150_12_4.png","turk2",3,1,-1.5,12,4
90,TRUE,10,10,1,300,1e-04,218,"plot_turk2_300_230_12_4.png","turk2",1,1,-2.3,12,4
91,TRUE,18,18,1,100,0,166,"plot_turk2_100_275_5_3.png","turk2",0,2,2.75,5,3
91,TRUE,10,10,1,300,6e-04,205,"plot_turk2_300_175_12_3.png","turk2",2,2,1.75,12,3
91,TRUE,9,9,1,100,1e-04,163,"plot_turk2_100_175_5_3.png","turk2",1,2,-1.75,5,3
91,TRUE,3,3,1,300,0.0342,190,"plot_turk2_300_70_5_3.png","turk2",2,2,-0.7,5,3
91,TRUE,6,6,1,100,0.0887,160,"plot_turk2_100_125_5_3.png","turk2",2,2,-1.25,5,3
91,TRUE,1,1,1,300,0.0067,195,"plot_turk2_300_150_5_2.png","turk2",0,2,1.5,5,2
91,TRUE,7,7,1,100,0.0036,152,"plot_turk2_100_25_5_1.png","turk2",4,2,-0.25,5,1
91,FALSE,11,15,1,300,0.352,187,"plot_turk2_300_40_5_3.png","turk2",3,2,0.4,5,3
91,TRUE,10,10,1,300,0.0013,194,"plot_turk2_300_150_5_1.png","turk2",0,2,-1.5,5,1
91,FALSE,10,15,1,100,0.903,157,"plot_turk2_100_75_5_3.png","turk2",3,2,-0.75,5,3
92,TRUE,6,6,12,100,7e-04,213,"plot_turk2_100_125_5_4.png","turk2",2,2,1.25,5,4
92,TRUE,19,19,12,100,4e-04,217,"plot_turk2_100_350_12_5.png","turk2",2,2,-3.5,12,5
92,TRUE,19,19,1,300,0,219,"plot_turk2_300_230_12_5.png","turk2",1,2,2.3,12,5
92,TRUE,1,1,1,100,0,221,"plot_turk2_100_600_12_4.png","turk2",0,2,-6,12,4
92,FALSE,5,15,12,100,0.469,212,"plot_turk2_100_25_5_4.png","turk2",4,2,0.25,5,4
92,FALSE,1,18,1,100,0.0452,215,"plot_turk2_100_150_12_4.png","turk2",3,2,-1.5,12,4
92,FALSE,16,19,1,300,0.795,220,"plot_turk2_300_80_12_4.png","turk2",3,2,0.8,12,4
92,TRUE,5,5,1,100,0.0013,216,"plot_turk2_100_350_12_4.png","turk2",2,2,-3.5,12,4
92,TRUE,17,17,12,100,0.003,214,"plot_turk2_100_125_5_5.png","turk2",2,2,-1.25,5,5
93,FALSE,14,13,1,100,0.5075,168,"plot_turk2_100_50_12_2.png","turk2",4,1,-0.5,12,2
93,FALSE,9,1,1,300,0.0067,195,"plot_turk2_300_150_5_2.png","turk2",0,1,1.5,5,2
93,FALSE,11,15,13,100,0.0514,174,"plot_turk2_100_350_12_2.png","turk2",2,1,-3.5,12,2
93,FALSE,11,13,1,300,0.4749,192,"plot_turk2_300_100_5_2.png","turk2",1,1,-1,5,2
93,TRUE,17,17,1,100,0,181,"plot_turk2_100_600_12_3.png","turk2",0,1,-6,12,3
93,FALSE,6,14,1,100,0.4696,170,"plot_turk2_100_150_12_1.png","turk2",3,1,-1.5,12,1
94,TRUE,10,10,1,300,0.0013,194,"plot_turk2_300_150_5_1.png","turk2",0,1,-1.5,5,1
94,FALSE,6,14,1,100,0.4696,170,"plot_turk2_100_150_12_1.png","turk2",3,1,-1.5,12,1
94,FALSE,1,14,1,300,0.2964,185,"plot_turk2_300_40_5_1.png","turk2",3,1,0.4,5,1
94,TRUE,7,7,1,300,1e-04,189,"plot_turk2_300_70_5_2.png","turk2",2,1,0.7,5,2
94,FALSE,11,10,1,100,0.0802,175,"plot_turk2_100_350_12_3.png","turk2",2,1,-3.5,12,3
94,TRUE,19,19,1,300,0,196,"plot_turk2_300_150_5_3.png","turk2",0,1,1.5,5,3
94,FALSE,11,13,1,300,0.4749,192,"plot_turk2_300_100_5_2.png","turk2",1,1,-1,5,2
94,TRUE,20,20,1,100,0.0061,176,"plot_turk2_100_450_12_1.png","turk2",1,1,-4.5,12,1
94,FALSE,18,13,1,100,0.8014,169,"plot_turk2_100_50_12_3.png","turk2",4,1,-0.5,12,3
95,FALSE,6,14,1,100,0.4696,170,"plot_turk2_100_150_12_1.png","turk2",3,1,-1.5,12,1
95,TRUE,2,2,123,100,0,178,"plot_turk2_100_450_12_3.png","turk2",1,1,4.5,12,3
95,FALSE,11,15,1,100,0,162,"plot_turk2_100_175_5_2.png","turk2",1,1,1.75,5,2
95,TRUE,19,19,1,100,0,180,"plot_turk2_100_600_12_2.png","turk2",0,1,-6,12,2
95,TRUE,13,13,1,300,0,210,"plot_turk2_300_350_12_2.png","turk2",0,1,3.5,12,2
95,FALSE,12,6,1,300,0.2873,197,"plot_turk2_300_0_12_1.png","turk2",4,1,0,12,1
95,TRUE,18,18,1,100,0,166,"plot_turk2_100_275_5_3.png","turk2",0,1,2.75,5,3
95,FALSE,16,9,13,100,0.1034,159,"plot_turk2_100_125_5_2.png","turk2",2,1,1.25,5,2
95,FALSE,19,8,1,100,0.9403,171,"plot_turk2_100_150_12_2.png","turk2",3,1,-1.5,12,2
95,FALSE,11,5,1,100,0.5453,154,"plot_turk2_100_25_5_3.png","turk2",4,1,-0.25,5,3
95,FALSE,11,10,1,100,0.0802,175,"plot_turk2_100_350_12_3.png","turk2",2,1,-3.5,12,3
95,TRUE,13,13,1,100,9e-04,155,"plot_turk2_100_75_5_1.png","turk2",3,1,0.75,5,1
96,FALSE,1,8,1,100,0.1235,156,"plot_turk2_100_75_5_2.png","turk2",3,2,0.75,5,2
96,TRUE,20,20,1,300,0,211,"plot_turk2_300_350_12_3.png","turk2",0,2,-3.5,12,3
96,TRUE,16,16,1,300,0,209,"plot_turk2_300_350_12_1.png","turk2",0,2,-3.5,12,1
96,TRUE,7,7,1,300,0.0017,207,"plot_turk2_300_230_12_2.png","turk2",1,2,2.3,12,2
96,FALSE,14,11,1,300,0.108,201,"plot_turk2_300_80_12_2.png","turk2",3,2,0.8,12,2
96,FALSE,15,9,1,100,0.1034,159,"plot_turk2_100_125_5_2.png","turk2",2,2,1.25,5,2
96,TRUE,15,15,1,100,0,162,"plot_turk2_100_175_5_2.png","turk2",1,2,1.75,5,2
96,FALSE,18,13,1,100,0.7565,153,"plot_turk2_100_25_5_2.png","turk2",4,2,-0.25,5,2
96,TRUE,11,11,1,300,1e-04,204,"plot_turk2_300_175_12_2.png","turk2",2,2,1.75,12,2
97,TRUE,10,10,1,300,6e-04,205,"plot_turk2_300_175_12_3.png","turk2",2,2,1.75,12,3
97,TRUE,11,11,1,300,0.0012,200,"plot_turk2_300_80_12_1.png","turk2",3,2,0.8,12,1
97,TRUE,7,7,1,300,0.0017,207,"plot_turk2_300_230_12_2.png","turk2",1,2,2.3,12,2
97,TRUE,15,15,1,100,0.0514,174,"plot_turk2_100_350_12_2.png","turk2",2,2,-3.5,12,2
97,TRUE,16,16,1,300,0,209,"plot_turk2_300_350_12_1.png","turk2",0,2,-3.5,12,1
97,TRUE,20,20,1,100,0.0061,176,"plot_turk2_100_450_12_1.png","turk2",1,2,-4.5,12,1
97,TRUE,10,10,1,100,0.1297,172,"plot_turk2_100_150_12_3.png","turk2",3,2,1.5,12,3
97,FALSE,8,3,1,100,0.6879,167,"plot_turk2_100_50_12_1.png","turk2",4,2,-0.5,12,1
97,TRUE,13,13,1,300,0,210,"plot_turk2_300_350_12_2.png","turk2",0,2,3.5,12,2
98,FALSE,11,5,1,100,0.5453,154,"plot_turk2_100_25_5_3.png","turk2",4,1,-0.25,5,3
98,TRUE,10,10,1,300,0.0013,194,"plot_turk2_300_150_5_1.png","turk2",0,1,-1.5,5,1
98,TRUE,17,17,1,300,0.0234,188,"plot_turk2_300_70_5_1.png","turk2",2,1,-0.7,5,1
98,FALSE,11,13,1,300,0.4749,192,"plot_turk2_300_100_5_2.png","turk2",1,1,-1,5,2
98,FALSE,1,8,1,100,0.1235,156,"plot_turk2_100_75_5_2.png","turk2",3,1,0.75,5,2
98,TRUE,19,19,1,300,0,196,"plot_turk2_300_150_5_3.png","turk2",0,1,1.5,5,3
98,FALSE,19,18,1,100,0,166,"plot_turk2_100_275_5_3.png","turk2",0,1,2.75,5,3
98,FALSE,1,14,1,300,0.2964,185,"plot_turk2_300_40_5_1.png","turk2",3,1,0.4,5,1
98,FALSE,20,9,1,100,0.1034,159,"plot_turk2_100_125_5_2.png","turk2",2,1,1.25,5,2
99,FALSE,15,17,1,300,0.0839,202,"plot_turk2_300_80_12_3.png","turk2",3,1,-0.8,12,3
99,TRUE,18,18,1,100,0,166,"plot_turk2_100_275_5_3.png","turk2",0,1,2.75,5,3
99,FALSE,11,10,3,100,0.0802,175,"plot_turk2_100_350_12_3.png","turk2",2,1,-3.5,12,3
99,TRUE,20,20,1,300,0,211,"plot_turk2_300_350_12_3.png","turk2",0,1,-3.5,12,3
99,TRUE,11,11,1,300,1e-04,204,"plot_turk2_300_175_12_2.png","turk2",2,1,1.75,12,2
99,TRUE,19,19,1,100,0,180,"plot_turk2_100_600_12_2.png","turk2",0,1,-6,12,2
99,TRUE,3,3,1,100,0.0028,177,"plot_turk2_100_450_12_2.png","turk2",1,1,4.5,12,2
99,FALSE,2,14,1,300,0.4015,199,"plot_turk2_300_0_12_3.png","turk2",4,1,0,12,3
99,TRUE,10,10,1,300,0.0014,208,"plot_turk2_300_230_12_3.png","turk2",1,1,-2.3,12,3
99,FALSE,6,14,1,100,0.4696,170,"plot_turk2_100_150_12_1.png","turk2",3,1,-1.5,12,1
100,FALSE,13,6,1,100,0.0887,160,"plot_turk2_100_125_5_3.png","turk2",2,1,-1.25,5,3
100,FALSE,7,8,1,100,0.9403,171,"plot_turk2_100_150_12_2.png","turk2",3,1,-1.5,12,2
100,FALSE,9,18,1,300,0.5707,184,"plot_turk2_300_10_5_3.png","turk2",4,1,-0.1,5,3
100,FALSE,20,15,1,100,0.903,157,"plot_turk2_100_75_5_3.png","turk2",3,1,-0.75,5,3
100,FALSE,18,5,1,100,0.5453,154,"plot_turk2_100_25_5_3.png","turk2",4,1,-0.25,5,3
100,TRUE,19,19,1,300,0,196,"plot_turk2_300_150_5_3.png","turk2",0,1,1.5,5,3
100,TRUE,15,15,1,100,0,162,"plot_turk2_100_175_5_2.png","turk2",1,1,1.75,5,2
100,TRUE,1,1,1,100,0,165,"plot_turk2_100_275_5_2.png","turk2",0,1,-2.75,5,2
100,FALSE,1,8,1,100,0.1235,156,"plot_turk2_100_75_5_2.png","turk2",3,1,0.75,5,2
100,TRUE,3,3,1,300,0,191,"plot_turk2_300_100_5_1.png","turk2",1,1,1,5,1
100,TRUE,1,1,1,300,0.0067,195,"plot_turk2_300_150_5_2.png","turk2",0,1,1.5,5,2
100,FALSE,17,11,1,300,0.0895,186,"plot_turk2_300_40_5_2.png","turk2",3,1,0.4,5,2
101,FALSE,14,10,1,100,0.1297,172,"plot_turk2_100_150_12_3.png","turk2",3,1,1.5,12,3
101,TRUE,20,20,1,100,0.0061,176,"plot_turk2_100_450_12_1.png","turk2",1,1,-4.5,12,1
101,TRUE,17,17,1,100,0,181,"plot_turk2_100_600_12_3.png","turk2",0,1,-6,12,3
101,TRUE,10,10,1,300,6e-04,205,"plot_turk2_300_175_12_3.png","turk2",2,1,1.75,12,3
101,FALSE,14,15,1,100,0.0514,174,"plot_turk2_100_350_12_2.png","turk2",2,1,-3.5,12,2
101,TRUE,13,13,1,300,0,210,"plot_turk2_300_350_12_2.png","turk2",0,1,3.5,12,2
101,FALSE,14,13,1,100,0.5075,168,"plot_turk2_100_50_12_2.png","turk2",4,1,-0.5,12,2
101,FALSE,16,5,1,300,0.0317,206,"plot_turk2_300_230_12_1.png","turk2",1,1,2.3,12,1
101,FALSE,15,17,1,300,0.0839,202,"plot_turk2_300_80_12_3.png","turk2",3,1,-0.8,12,3
102,TRUE,20,20,1,100,0.0061,176,"plot_turk2_100_450_12_1.png","turk2",1,1,-4.5,12,1
102,FALSE,6,1,1,100,0.0539,173,"plot_turk2_100_350_12_1.png","turk2",2,1,3.5,12,1
102,FALSE,2,8,2,100,0.9403,171,"plot_turk2_100_150_12_2.png","turk2",3,1,-1.5,12,2
102,FALSE,19,13,1,100,0.5075,168,"plot_turk2_100_50_12_2.png","turk2",4,1,-0.5,12,2
103,FALSE,11,15,123,100,0.0514,174,"plot_turk2_100_350_12_2.png","turk2",2,1,-3.5,12,2
103,FALSE,18,13,12,100,0.8014,169,"plot_turk2_100_50_12_3.png","turk2",4,1,-0.5,12,3
103,TRUE,10,10,12,300,0.0013,194,"plot_turk2_300_150_5_1.png","turk2",0,1,-1.5,5,1
103,TRUE,17,17,12,300,0.0234,188,"plot_turk2_300_70_5_1.png","turk2",2,1,-0.7,5,1
103,TRUE,1,1,12,300,0.0067,195,"plot_turk2_300_150_5_2.png","turk2",0,1,1.5,5,2
103,FALSE,14,9,13,100,1e-04,163,"plot_turk2_100_175_5_3.png","turk2",1,1,-1.75,5,3
103,FALSE,12,10,12,100,0.1297,172,"plot_turk2_100_150_12_3.png","turk2",3,1,1.5,12,3
103,FALSE,4,15,12,300,0.352,187,"plot_turk2_300_40_5_3.png","turk2",3,1,0.4,5,3
103,TRUE,1,1,1,100,0,165,"plot_turk2_100_275_5_2.png","turk2",0,1,-2.75,5,2
103,TRUE,3,3,12,300,0,191,"plot_turk2_300_100_5_1.png","turk2",1,1,1,5,1
103,TRUE,17,17,12,100,0,181,"plot_turk2_100_600_12_3.png","turk2",0,1,-6,12,3
104,TRUE,17,17,2,300,0.0234,188,"plot_turk2_300_70_5_1.png","turk2",2,1,-0.7,5,1
104,TRUE,13,13,1,100,9e-04,155,"plot_turk2_100_75_5_1.png","turk2",3,1,0.75,5,1
104,FALSE,18,13,12,100,0.7565,153,"plot_turk2_100_25_5_2.png","turk2",4,1,-0.25,5,2
104,TRUE,1,1,2,300,0.0067,195,"plot_turk2_300_150_5_2.png","turk2",0,1,1.5,5,2
104,FALSE,9,15,2,300,0.352,187,"plot_turk2_300_40_5_3.png","turk2",3,1,0.4,5,3
104,FALSE,12,3,1,100,6e-04,161,"plot_turk2_100_175_5_1.png","turk2",1,1,-1.75,5,1
104,TRUE,10,10,1,300,0.0013,194,"plot_turk2_300_150_5_1.png","turk2",0,1,-1.5,5,1
104,TRUE,18,18,1,100,0.0927,158,"plot_turk2_100_125_5_1.png","turk2",2,1,-1.25,5,1
104,TRUE,3,3,2,300,0,191,"plot_turk2_300_100_5_1.png","turk2",1,1,1,5,1
105,TRUE,3,3,1,100,6e-04,161,"plot_turk2_100_175_5_1.png","turk2",1,2,-1.75,5,1
105,FALSE,1,14,1,300,0.2964,185,"plot_turk2_300_40_5_1.png","turk2",3,2,0.4,5,1
105,FALSE,2,13,1,300,0.4749,192,"plot_turk2_300_100_5_2.png","turk2",1,2,-1,5,2
105,TRUE,6,6,1,100,0.0887,160,"plot_turk2_100_125_5_3.png","turk2",2,2,-1.25,5,3
105,TRUE,10,10,1,300,0.0013,194,"plot_turk2_300_150_5_1.png","turk2",0,2,-1.5,5,1
105,TRUE,1,1,1,300,0.0067,195,"plot_turk2_300_150_5_2.png","turk2",0,2,1.5,5,2
105,TRUE,17,17,1,300,0.0234,188,"plot_turk2_300_70_5_1.png","turk2",2,2,-0.7,5,1
105,FALSE,10,15,1,100,0.903,157,"plot_turk2_100_75_5_3.png","turk2",3,2,-0.75,5,3
105,FALSE,18,5,1,100,0.5453,154,"plot_turk2_100_25_5_3.png","turk2",4,2,-0.25,5,3
106,FALSE,16,19,1,300,0.795,220,"plot_turk2_300_80_12_4.png","turk2",3,2,0.8,12,4
106,TRUE,19,19,1,100,4e-04,217,"plot_turk2_100_350_12_5.png","turk2",2,2,-3.5,12,5
106,TRUE,1,1,1,100,0,221,"plot_turk2_100_600_12_4.png","turk2",0,2,-6,12,4
106,TRUE,17,17,1,100,0.003,214,"plot_turk2_100_125_5_5.png","turk2",2,2,-1.25,5,5
106,TRUE,5,5,1,100,0.0013,216,"plot_turk2_100_350_12_4.png","turk2",2,2,-3.5,12,4
106,FALSE,1,18,1,100,0.0452,215,"plot_turk2_100_150_12_4.png","turk2",3,2,-1.5,12,4
106,TRUE,19,19,1,300,0,219,"plot_turk2_300_230_12_5.png","turk2",1,2,2.3,12,5
106,TRUE,6,6,1,100,7e-04,213,"plot_turk2_100_125_5_4.png","turk2",2,2,1.25,5,4
106,FALSE,5,15,1,100,0.469,212,"plot_turk2_100_25_5_4.png","turk2",4,2,0.25,5,4
106,TRUE,4,4,1,300,0,193,"plot_turk2_300_100_5_3.png","turk2",1,2,1,5,3
106,TRUE,19,19,1,300,0,196,"plot_turk2_300_150_5_3.png","turk2",0,2,1.5,5,3
106,TRUE,10,10,1,300,0.0013,194,"plot_turk2_300_150_5_1.png","turk2",0,2,-1.5,5,1
106,TRUE,3,3,1,100,0.0028,177,"plot_turk2_100_450_12_2.png","turk2",1,2,4.5,12,2
106,FALSE,7,8,1,100,0.9403,171,"plot_turk2_100_150_12_2.png","turk2",3,2,-1.5,12,2
106,FALSE,18,13,1,100,0.8014,169,"plot_turk2_100_50_12_3.png","turk2",4,2,-0.5,12,3
106,FALSE,1,14,1,300,0.2964,185,"plot_turk2_300_40_5_1.png","turk2",3,2,0.4,5,1
106,FALSE,12,10,1,100,0.0802,175,"plot_turk2_100_350_12_3.png","turk2",2,2,-3.5,12,3
106,TRUE,3,3,1,300,0.0342,190,"plot_turk2_300_70_5_3.png","turk2",2,2,-0.7,5,3
106,TRUE,17,17,1,100,0,181,"plot_turk2_100_600_12_3.png","turk2",0,2,-6,12,3
107,FALSE,3,13,2,300,0.4749,192,"plot_turk2_300_100_5_2.png","turk2",1,2,-1,5,2
107,FALSE,4,1,3,300,0.0067,195,"plot_turk2_300_150_5_2.png","turk2",0,2,1.5,5,2
107,FALSE,5,15,2,300,0.352,187,"plot_turk2_300_40_5_3.png","turk2",3,2,0.4,5,3
107,FALSE,17,3,3,300,0.0342,190,"plot_turk2_300_70_5_3.png","turk2",2,2,-0.7,5,3
107,FALSE,16,18,3,100,0.0927,158,"plot_turk2_100_125_5_1.png","turk2",2,2,-1.25,5,1
107,FALSE,3,13,3,100,0.7565,153,"plot_turk2_100_25_5_2.png","turk2",4,2,-0.25,5,2
107,TRUE,19,19,1,300,0,196,"plot_turk2_300_150_5_3.png","turk2",0,2,1.5,5,3
107,FALSE,3,8,1,100,0.1235,156,"plot_turk2_100_75_5_2.png","turk2",3,2,0.75,5,2
107,TRUE,15,15,1,100,0,162,"plot_turk2_100_175_5_2.png","turk2",1,2,1.75,5,2
108,TRUE,10,10,1,300,0.0014,208,"plot_turk2_300_230_12_3.png","turk2",1,2,-2.3,12,3
108,TRUE,3,3,1,100,0.0028,177,"plot_turk2_100_450_12_2.png","turk2",1,2,4.5,12,2
108,TRUE,11,11,1,300,0.0012,200,"plot_turk2_300_80_12_1.png","turk2",3,2,0.8,12,1
108,TRUE,16,16,1,300,0,209,"plot_turk2_300_350_12_1.png","turk2",0,2,-3.5,12,1
108,TRUE,10,10,1,300,6e-04,205,"plot_turk2_300_175_12_3.png","turk2",2,2,1.75,12,3
108,FALSE,6,14,1,100,0.4696,170,"plot_turk2_100_150_12_1.png","turk2",3,2,-1.5,12,1
108,FALSE,20,13,1,100,0.5075,168,"plot_turk2_100_50_12_2.png","turk2",4,2,-0.5,12,2
108,FALSE,7,1,1,100,0.0539,173,"plot_turk2_100_350_12_1.png","turk2",2,2,3.5,12,1
108,TRUE,19,19,1,100,0,179,"plot_turk2_100_600_12_1.png","turk2",0,2,-6,12,1
109,FALSE,20,15,1,100,0.903,157,"plot_turk2_100_75_5_3.png","turk2",3,2,-0.75,5,3
109,TRUE,7,7,1,100,0.0036,152,"plot_turk2_100_25_5_1.png","turk2",4,2,-0.25,5,1
109,TRUE,5,5,2,300,0.0317,206,"plot_turk2_300_230_12_1.png","turk2",1,2,2.3,12,1
109,TRUE,10,10,1,300,6e-04,205,"plot_turk2_300_175_12_3.png","turk2",2,2,1.75,12,3
109,TRUE,13,13,1,300,0,210,"plot_turk2_300_350_12_2.png","turk2",0,2,3.5,12,2
109,TRUE,17,17,1,100,0,164,"plot_turk2_100_275_5_1.png","turk2",0,2,2.75,5,1
109,FALSE,10,6,2,100,0.0887,160,"plot_turk2_100_125_5_3.png","turk2",2,2,-1.25,5,3
109,FALSE,14,11,2,300,0.108,201,"plot_turk2_300_80_12_2.png","turk2",3,2,0.8,12,2
109,TRUE,9,9,12,100,1e-04,163,"plot_turk2_100_175_5_3.png","turk2",1,2,-1.75,5,3
110,FALSE,8,11,1,300,0.0895,186,"plot_turk2_300_40_5_2.png","turk2",3,2,0.4,5,2
110,TRUE,9,9,1,100,1e-04,163,"plot_turk2_100_175_5_3.png","turk2",1,2,-1.75,5,3
110,TRUE,18,18,1,100,0,166,"plot_turk2_100_275_5_3.png","turk2",0,2,2.75,5,3
110,FALSE,18,13,2,100,0.7565,153,"plot_turk2_100_25_5_2.png","turk2",4,2,-0.25,5,2
110,FALSE,1,8,1,100,0.1235,156,"plot_turk2_100_75_5_2.png","turk2",3,2,0.75,5,2
110,TRUE,10,10,1,300,0.0013,194,"plot_turk2_300_150_5_1.png","turk2",0,2,-1.5,5,1
110,FALSE,7,13,1,300,0.4749,192,"plot_turk2_300_100_5_2.png","turk2",1,2,-1,5,2
110,FALSE,7,8,1,100,0.9403,171,"plot_turk2_100_150_12_2.png","turk2",3,2,-1.5,12,2
110,FALSE,5,9,2,100,0.1034,159,"plot_turk2_100_125_5_2.png","turk2",2,2,1.25,5,2
110,FALSE,20,17,1,300,0.0234,188,"plot_turk2_300_70_5_1.png","turk2",2,2,-0.7,5,1
111,FALSE,20,9,1,100,0.1034,159,"plot_turk2_100_125_5_2.png","turk2",2,1,1.25,5,2
111,FALSE,12,13,1,100,9e-04,155,"plot_turk2_100_75_5_1.png","turk2",3,1,0.75,5,1
111,FALSE,4,7,1,100,0.0036,152,"plot_turk2_100_25_5_1.png","turk2",4,1,-0.25,5,1
111,FALSE,13,10,1,300,0.0013,194,"plot_turk2_300_150_5_1.png","turk2",0,1,-1.5,5,1
111,TRUE,1,1,1,300,0.0067,195,"plot_turk2_300_150_5_2.png","turk2",0,1,1.5,5,2
111,FALSE,9,15,1,300,0.352,187,"plot_turk2_300_40_5_3.png","turk2",3,1,0.4,5,3
111,TRUE,18,18,13,100,0,166,"plot_turk2_100_275_5_3.png","turk2",0,1,2.75,5,3
111,FALSE,3,13,1,300,0.4749,192,"plot_turk2_300_100_5_2.png","turk2",1,1,-1,5,2
111,TRUE,7,7,1,300,1e-04,189,"plot_turk2_300_70_5_2.png","turk2",2,1,0.7,5,2
115,FALSE,6,14,1,100,0.4696,170,"plot_turk2_100_150_12_1.png","turk2",3,1,-1.5,12,1
115,TRUE,1,1,1,300,0.0067,195,"plot_turk2_300_150_5_2.png","turk2",0,1,1.5,5,2
115,TRUE,19,19,1,100,0,180,"plot_turk2_100_600_12_2.png","turk2",0,1,-6,12,2
115,TRUE,4,4,1,300,0,193,"plot_turk2_300_100_5_3.png","turk2",1,1,1,5,3
115,TRUE,17,17,1,300,0.0234,188,"plot_turk2_300_70_5_1.png","turk2",2,1,-0.7,5,1
115,TRUE,11,11,1,300,0.0895,186,"plot_turk2_300_40_5_2.png","turk2",3,1,0.4,5,2
115,FALSE,11,15,1,100,0.0514,174,"plot_turk2_100_350_12_2.png","turk2",2,1,-3.5,12,2
115,TRUE,3,3,1,100,0.0028,177,"plot_turk2_100_450_12_2.png","turk2",1,1,4.5,12,2
115,FALSE,18,13,1,100,0.8014,169,"plot_turk2_100_50_12_3.png","turk2",4,1,-0.5,12,3
116,TRUE,20,20,1,300,0,211,"plot_turk2_300_350_12_3.png","turk2",0,1,-3.5,12,3
116,TRUE,11,11,12,300,0.0012,200,"plot_turk2_300_80_12_1.png","turk2",3,1,0.8,12,1
116,FALSE,5,6,1,300,0.0035,203,"plot_turk2_300_175_12_1.png","turk2",2,1,-1.75,12,1
116,FALSE,17,7,1,300,0.0017,207,"plot_turk2_300_230_12_2.png","turk2",1,1,2.3,12,2
116,FALSE,2,14,13,300,0.4015,199,"plot_turk2_300_0_12_3.png","turk2",4,1,0,12,3
116,TRUE,19,19,123,100,0,179,"plot_turk2_100_600_12_1.png","turk2",0,1,-6,12,1
116,FALSE,7,8,13,100,0.9403,171,"plot_turk2_100_150_12_2.png","turk2",3,1,-1.5,12,2
116,TRUE,15,15,13,100,0.0514,174,"plot_turk2_100_350_12_2.png","turk2",2,1,-3.5,12,2
